timestamp,speed_kmh,rpm,gear,throttle_position,engine_temp,oil_temp,oil_pressure,fuel_level,battery_voltage,latitude,longitude,driving_mode
2025-12-30T08:21:15.150493+00:00,205.2,5754,6,17.2,107.0,124.2,3.63,84.7,14.2,48.909505,9.154316,sport
2025-12-30T08:21:16.789399+00:00,205.2,5927,6,12.7,107.0,124.4,3.68,84.7,14.2,48.910018,9.154287,sport
2025-12-30T08:21:18.409766+00:00,205.2,5807,6,16.0,107.3,124.2,3.74,84.7,14.2,48.910531,9.154236,sport
2025-12-30T08:21:20.048199+00:00,205.2,5918,6,16.8,107.5,124.1,3.69,84.7,14.2,48.911044,9.154201,sport
2025-12-30T08:21:21.685462+00:00,179.9,4666,6,0.0,107.5,123.8,3.32,84.7,14.2,48.911493,9.154179,sport
2025-12-30T08:21:23.326441+00:00,179.9,4668,6,19.7,107.5,123.6,3.29,84.7,14.2,48.911943,9.154161,sport
2025-12-30T08:21:24.944265+00:00,179.9,4613,6,17.6,107.5,123.4,3.34,84.7,14.2,48.912394,9.154165,sport
2025-12-30T08:21:26.555482+00:00,179.9,4549,6,16.1,107.6,123.4,3.28,84.7,14.2,48.912844,9.154162,sport
2025-12-30T08:21:28.141559+00:00,179.9,4548,6,17.5,107.2,123.4,3.28,84.7,14.2,48.913294,9.15415,sport
2025-12-30T08:21:29.763234+00:00,179.9,4609,6,11.8,107.0,123.2,3.35,84.7,14.2,48.913744,9.154122,sport
2025-12-30T08:21:31.383851+00:00,179.9,4631,6,17.2,107.0,123.3,3.33,84.7,14.2,48.914194,9.154117,sport
2025-12-30T08:21:32.948600+00:00,179.9,4687,6,12.6,106.8,123.2,3.37,84.7,14.2,48.914644,9.154122,sport
2025-12-30T08:21:34.545115+00:00,179.9,4595,6,11.6,106.8,123.3,3.32,84.7,14.2,48.915094,9.154141,sport
2025-12-30T08:21:36.156040+00:00,179.9,4606,6,10.4,106.5,123.3,3.25,84.7,14.2,48.915544,9.15416,sport
2025-12-30T08:21:37.772594+00:00,179.9,4564,6,16.7,106.3,123.2,3.29,84.7,14.2,48.915994,9.154179,sport
2025-12-30T08:21:39.359331+00:00,179.9,4581,6,15.4,106.5,123.2,3.37,84.7,14.2,48.916444,9.154201,sport
2025-12-30T08:21:40.951895+00:00,179.9,4622,6,13.9,106.4,123.3,3.34,84.7,14.2,48.916894,9.154221,sport
2025-12-30T08:21:42.552415+00:00,190.3,5169,6,44.6,106.7,123.3,3.51,84.7,14.2,48.91737,9.154241,sport
2025-12-30T08:21:44.144552+00:00,190.3,5211,6,15.0,106.8,123.5,3.55,84.7,14.2,48.917846,9.15427,sport
2025-12-30T08:21:45.718084+00:00,190.3,5074,6,13.1,106.8,123.2,3.48,84.7,14.2,48.918321,9.154318,sport
2025-12-30T08:21:47.346783+00:00,155.4,3409,6,0.0,106.4,122.9,2.97,84.7,14.2,48.918709,9.154359,sport
2025-12-30T08:21:48.959478+00:00,155.4,3447,6,14.1,106.2,122.6,3.03,84.7,14.2,48.919096,9.154407,sport
2025-12-30T08:21:50.564083+00:00,155.4,3435,6,19.0,105.8,122.4,2.94,84.7,14.2,48.919485,9.154443,sport
2025-12-30T08:21:52.199031+00:00,155.4,3386,6,12.5,105.8,122.4,2.92,84.7,14.2,48.919873,9.154472,sport
2025-12-30T08:21:53.841681+00:00,155.4,3491,6,18.2,105.4,122.4,3.03,84.7,14.2,48.920261,9.154517,sport
2025-12-30T08:21:55.454426+00:00,161.3,3728,6,38.3,105.6,122.1,3.01,84.7,14.2,48.920663,9.154567,sport
2025-12-30T08:21:57.084306+00:00,161.3,3758,6,18.7,105.3,122.1,3.08,84.7,14.2,48.921066,9.154605,sport
2025-12-30T08:21:58.712247+00:00,161.3,3640,6,12.8,105.0,122.2,3.08,84.7,14.2,48.921469,9.154656,sport
2025-12-30T08:22:00.312335+00:00,161.3,3755,6,20.0,105.2,122.1,3.0,84.7,14.2,48.921871,9.154709,sport
2025-12-30T08:22:01.893050+00:00,161.3,3746,6,14.9,105.3,122.1,2.99,84.7,14.2,48.922274,9.154752,sport
2025-12-30T08:22:03.511200+00:00,161.3,3643,6,18.8,105.0,121.9,3.03,84.7,14.2,48.922676,9.154797,sport
2025-12-30T08:22:05.089942+00:00,161.3,3742,6,10.9,104.7,122.0,3.04,84.7,14.2,48.923079,9.154833,sport
2025-12-30T08:22:06.724511+00:00,161.3,3811,6,17.4,104.9,122.0,3.04,84.7,14.2,48.923482,9.154887,sport
2025-12-30T08:22:08.343220+00:00,161.3,3823,6,16.9,105.1,122.0,3.1,84.7,14.2,48.923883,9.154953,sport
2025-12-30T08:22:09.956019+00:00,161.3,3766,6,13.1,105.3,121.9,3.11,84.7,14.2,48.924284,9.155023,sport
2025-12-30T08:22:11.566947+00:00,161.3,3709,6,17.6,105.5,121.6,3.08,84.7,14.2,48.924684,9.155108,sport
2025-12-30T08:22:13.156413+00:00,191.3,5252,6,92.4,105.8,121.9,3.55,84.6,14.2,48.925158,9.155208,sport
2025-12-30T08:22:14.773594+00:00,205.9,5804,6,50.4,106.1,122.3,3.7,84.6,14.2,48.925669,9.15531,sport
2025-12-30T08:22:16.390613+00:00,205.9,5804,6,13.8,106.2,122.5,3.75,84.6,14.2,48.926178,9.155434,sport
2025-12-30T08:22:17.968126+00:00,205.9,5940,6,18.7,106.6,122.6,3.76,84.6,14.2,48.926688,9.155542,sport
2025-12-30T08:22:19.586524+00:00,205.9,5910,6,11.9,106.8,122.9,3.82,84.6,14.2,48.927197,9.155662,sport
2025-12-30T08:22:21.202562+00:00,205.9,5942,6,16.0,107.1,123.1,3.69,84.6,14.2,48.927705,9.155794,sport
2025-12-30T08:22:22.805871+00:00,205.9,5922,6,14.2,107.2,123.3,3.81,84.6,14.2,48.928213,9.155925,sport
2025-12-30T08:22:24.420269+00:00,205.9,5802,6,19.4,107.3,123.5,3.66,84.6,14.2,48.928722,9.156048,sport
2025-12-30T08:22:26.002950+00:00,205.9,5849,6,11.7,107.3,123.4,3.81,84.6,14.2,48.92923,9.156183,sport
2025-12-30T08:22:27.610571+00:00,205.9,5845,6,13.6,107.2,123.4,3.69,84.6,14.2,48.929739,9.156303,sport
2025-12-30T08:22:29.191042+00:00,205.9,5958,6,17.9,107.0,123.8,3.85,84.6,14.2,48.93025,9.156404,sport
2025-12-30T08:22:30.756705+00:00,205.9,5887,6,16.7,107.3,123.8,3.68,84.6,14.2,48.930759,9.156527,sport
2025-12-30T08:22:32.393881+00:00,205.9,5837,6,14.0,107.5,124.1,3.82,84.6,14.2,48.931266,9.156667,sport
2025-12-30T08:22:34.103491+00:00,205.9,5830,6,11.2,107.3,124.3,3.66,84.6,14.2,48.931775,9.156787,sport
2025-12-30T08:22:35.673484+00:00,205.9,5903,6,15.3,107.1,124.1,3.76,84.6,14.2,48.932285,9.156902,sport
2025-12-30T08:22:37.244007+00:00,205.9,5873,6,11.1,107.0,124.2,3.7,84.6,14.2,48.932795,9.157008,sport
2025-12-30T08:22:38.831422+00:00,205.9,5801,6,11.4,107.1,124.1,3.81,84.6,14.2,48.933304,9.157133,sport
2025-12-30T08:22:40.439422+00:00,205.9,5887,6,13.5,107.2,124.2,3.73,84.6,14.2,48.933814,9.15724,sport
2025-12-30T08:22:42.040259+00:00,205.9,5785,6,12.3,107.0,124.2,3.79,84.6,14.2,48.934326,9.157334,sport
2025-12-30T08:22:43.650053+00:00,205.9,5840,6,18.1,107.0,124.2,3.75,84.6,14.2,48.934838,9.157426,sport
2025-12-30T08:22:45.256312+00:00,205.9,5841,6,17.2,107.2,124.3,3.78,84.6,14.2,48.935349,9.157526,sport
2025-12-30T08:22:46.835432+00:00,205.9,5853,6,11.4,107.0,124.3,3.8,84.6,14.2,48.935857,9.15765,sport
2025-12-30T08:22:48.674708+00:00,205.9,5875,6,12.9,107.2,124.5,3.85,84.6,14.2,48.936367,9.157771,sport
2025-12-30T08:22:50.554775+00:00,205.9,5832,6,16.8,107.2,124.6,3.82,84.6,14.2,48.936877,9.157878,sport
2025-12-30T08:22:52.132891+00:00,205.9,5913,6,13.3,107.1,124.7,3.78,84.6,14.2,48.937388,9.157978,sport
2025-12-30T08:22:53.707186+00:00,205.9,5924,6,14.1,107.1,124.7,3.7,84.6,14.2,48.937897,9.158101,sport
2025-12-30T08:22:55.299515+00:00,205.9,5858,6,16.5,107.1,124.5,3.66,84.6,14.2,48.938408,9.158199,sport
2025-12-30T08:22:56.896228+00:00,165.9,3933,6,0.0,107.1,124.1,3.06,84.6,14.2,48.938818,9.158299,sport
2025-12-30T08:22:58.593399+00:00,150.9,3215,6,0.0,106.6,123.9,2.93,84.6,14.2,48.93919,9.158399,sport
2025-12-30T08:23:00.206991+00:00,150.9,3334,6,16.3,106.3,123.5,2.9,84.6,14.2,48.939562,9.158494,sport
2025-12-30T08:23:01.840791+00:00,150.9,3143,6,16.8,105.9,123.2,2.83,84.6,14.2,48.939937,9.15857,sport
2025-12-30T08:23:03.497996+00:00,150.9,3329,6,12.2,105.5,122.8,2.99,84.6,14.2,48.940311,9.158645,sport
2025-12-30T08:23:05.155682+00:00,150.9,3328,6,19.0,105.5,122.7,2.98,84.6,14.2,48.940687,9.158701,sport
2025-12-30T08:23:06.788094+00:00,150.9,3215,6,15.9,105.5,122.3,2.82,84.6,14.2,48.941062,9.158762,sport
2025-12-30T08:23:08.485711+00:00,150.9,3292,6,14.2,105.3,122.3,2.84,84.6,14.2,48.941437,9.158835,sport
2025-12-30T08:23:10.180934+00:00,150.9,3280,6,14.5,105.0,122.1,2.97,84.6,14.2,48.941813,9.15889,sport
2025-12-30T08:23:11.838881+00:00,150.9,3137,6,11.9,105.0,122.0,2.88,84.6,14.2,48.942188,9.15895,sport
2025-12-30T08:23:13.444286+00:00,162.1,3852,6,45.7,104.9,121.9,3.01,84.6,14.2,48.942591,9.159024,sport
2025-12-30T08:23:15.055810+00:00,162.1,3695,6,12.1,104.8,121.9,3.04,84.6,14.2,48.942995,9.159083,sport
2025-12-30T08:23:16.660130+00:00,162.1,3716,6,13.1,104.6,121.8,3.12,84.6,14.2,48.943398,9.159148,sport
2025-12-30T08:23:18.252527+00:00,162.1,3754,6,13.8,104.4,121.8,3.0,84.6,14.2,48.943801,9.159229,sport
2025-12-30T08:23:19.839437+00:00,162.1,3798,6,10.6,104.5,121.9,3.04,84.6,14.2,48.944201,9.159324,sport
2025-12-30T08:23:21.459514+00:00,162.1,3793,6,14.9,104.8,121.9,3.12,84.6,14.2,48.944604,9.159403,sport
2025-12-30T08:23:23.062151+00:00,162.1,3675,6,15.2,104.8,121.8,3.0,84.6,14.2,48.945005,9.159498,sport
2025-12-30T08:23:24.646100+00:00,162.1,3799,6,17.4,104.9,121.7,3.0,84.6,14.2,48.945407,9.159577,sport
2025-12-30T08:23:26.237020+00:00,162.1,3827,6,12.9,105.0,121.8,3.0,84.6,14.2,48.945811,9.159644,sport
2025-12-30T08:23:27.843834+00:00,162.1,3839,6,17.9,104.8,121.8,3.16,84.6,14.2,48.946214,9.159708,sport
2025-12-30T08:23:29.448049+00:00,162.1,3868,6,16.6,104.6,121.6,2.99,84.6,14.2,48.946618,9.159762,sport
2025-12-30T08:23:31.005861+00:00,162.1,3859,6,15.2,104.4,121.6,3.08,84.6,14.2,48.947023,9.159807,sport
2025-12-30T08:23:32.581195+00:00,162.1,3719,6,12.8,104.4,121.6,3.05,84.6,14.2,48.947426,9.159871,sport
2025-12-30T08:23:34.499802+00:00,162.1,3764,6,11.3,104.5,121.4,2.98,84.6,14.2,48.94783,9.159932,sport
2025-12-30T08:23:36.328070+00:00,162.1,3759,6,15.7,104.4,121.3,3.09,84.6,14.2,48.948234,9.159987,sport
2025-12-30T08:23:38.082556+00:00,162.1,3783,6,16.3,104.6,121.5,3.0,84.6,14.2,48.948639,9.160034,sport
2025-12-30T08:23:39.664266+00:00,162.1,3748,6,10.3,104.5,121.6,2.98,84.6,14.2,48.949044,9.16007,sport
2025-12-30T08:23:41.258538+00:00,162.1,3780,6,19.9,104.6,121.6,3.01,84.6,14.2,48.949448,9.160122,sport
2025-12-30T08:23:42.831113+00:00,162.1,3692,6,14.1,104.6,121.6,3.05,84.6,14.2,48.949852,9.160182,sport
2025-12-30T08:23:44.433345+00:00,162.1,3808,6,13.1,104.4,121.7,3.16,84.6,14.2,48.950255,9.160249,sport
2025-12-30T08:23:46.015284+00:00,162.1,3824,6,12.9,104.3,121.7,2.98,84.6,14.2,48.95066,9.160297,sport
2025-12-30T08:23:47.567688+00:00,162.1,3687,6,19.7,104.3,121.7,3.13,84.6,14.2,48.951064,9.160335,sport
2025-12-30T08:23:49.147411+00:00,162.1,3771,6,18.0,104.4,121.5,3.05,84.6,14.2,48.951469,9.160375,sport
2025-12-30T08:23:50.742197+00:00,192.1,5273,6,77.3,104.4,121.9,3.61,84.6,14.2,48.951949,9.160413,sport
2025-12-30T08:23:52.415397+00:00,195.9,5418,6,35.3,105.1,122.0,3.58,84.6,14.2,48.952439,9.160463,sport
2025-12-30T08:23:54.159791+00:00,195.9,5324,6,15.6,105.5,122.3,3.54,84.6,14.2,48.952927,9.160529,sport
2025-12-30T08:23:55.800639+00:00,195.9,5423,6,14.2,105.7,122.3,3.69,84.6,14.2,48.953416,9.160588,sport
2025-12-30T08:23:57.363798+00:00,195.9,5383,6,18.1,105.7,122.2,3.64,84.6,14.2,48.953905,9.16063,sport
2025-12-30T08:23:58.939064+00:00,195.9,5390,6,19.8,105.7,122.2,3.62,84.6,14.2,48.954395,9.160661,sport
2025-12-30T08:24:00.508497+00:00,195.9,5313,6,14.6,105.8,122.4,3.56,84.6,14.2,48.954885,9.160695,sport
2025-12-30T08:24:02.108611+00:00,195.9,5369,6,17.7,105.9,122.5,3.57,84.5,14.2,48.955374,9.160725,sport
2025-12-30T08:24:03.676339+00:00,195.9,5292,6,16.5,106.2,122.5,3.53,84.5,14.2,48.955864,9.160743,sport
2025-12-30T08:24:05.247164+00:00,195.9,5412,6,10.3,106.5,122.6,3.69,84.5,14.2,48.956354,9.16077,sport
2025-12-30T08:24:06.793512+00:00,195.9,5458,6,11.4,106.6,122.9,3.58,84.5,14.2,48.956844,9.160808,sport
2025-12-30T08:24:08.386028+00:00,195.9,5420,6,15.2,106.9,123.1,3.62,84.5,14.2,48.957334,9.160839,sport
2025-12-30T08:24:09.974324+00:00,195.9,5366,6,18.1,107.0,123.1,3.68,84.5,14.2,48.957824,9.160854,sport
2025-12-30T08:24:11.598184+00:00,195.9,5319,6,16.5,107.0,123.0,3.65,84.5,14.2,48.958314,9.160857,sport
2025-12-30T08:24:13.223770+00:00,195.9,5427,6,19.0,107.0,123.1,3.55,84.5,14.2,48.958804,9.160839,sport
2025-12-30T08:24:14.815871+00:00,195.9,5411,6,19.9,107.2,123.0,3.51,84.5,14.2,48.959294,9.160796,sport
2025-12-30T08:24:16.384064+00:00,195.9,5483,6,10.5,107.5,123.0,3.72,84.5,14.2,48.959782,9.160732,sport
2025-12-30T08:24:18.019911+00:00,195.9,5454,6,13.0,107.5,123.0,3.54,84.5,14.2,48.960271,9.16069,sport
2025-12-30T08:24:19.604890+00:00,195.9,5389,6,12.3,107.3,122.9,3.63,84.5,14.2,48.960761,9.160646,sport
2025-12-30T08:24:21.209948+00:00,195.9,5321,6,14.4,107.5,123.1,3.55,84.5,14.2,48.96125,9.160609,sport
2025-12-30T08:24:22.810892+00:00,195.9,5407,6,17.7,107.5,123.2,3.54,84.5,14.2,48.96174,9.160563,sport
2025-12-30T08:24:24.466638+00:00,195.9,5323,6,18.5,107.6,123.1,3.54,84.5,14.2,48.962229,9.160511,sport
2025-12-30T08:24:26.097510+00:00,195.9,5441,6,11.3,107.6,123.0,3.54,84.5,14.2,48.962717,9.160444,sport
2025-12-30T08:24:27.691513+00:00,198.8,5530,6,34.1,107.8,123.1,3.69,84.5,14.2,48.963213,9.160381,sport
2025-12-30T08:24:29.273938+00:00,198.8,5591,6,18.2,107.7,123.1,3.65,84.5,14.2,48.963708,9.160303,sport
2025-12-30T08:24:30.858662+00:00,198.8,5515,6,13.4,107.3,123.1,3.72,84.5,14.2,48.964204,9.160237,sport
2025-12-30T08:24:32.446519+00:00,198.8,5616,6,17.8,107.1,123.1,3.7,84.5,14.2,48.9647,9.160185,sport
2025-12-30T08:24:34.027574+00:00,198.8,5586,6,15.5,107.1,123.2,3.74,84.5,14.2,48.965195,9.160114,sport
2025-12-30T08:24:35.606586+00:00,198.8,5533,6,12.5,107.1,123.2,3.72,84.5,14.2,48.965692,9.160062,sport
2025-12-30T08:24:37.248582+00:00,198.8,5533,6,12.6,107.1,123.2,3.64,84.5,14.2,48.966189,9.160024,sport
2025-12-30T08:24:38.824294+00:00,198.8,5531,6,16.6,107.0,123.4,3.73,84.5,14.2,48.966686,9.159998,sport
2025-12-30T08:24:40.403654+00:00,198.8,5625,6,10.7,106.8,123.5,3.72,84.5,14.2,48.967183,9.159957,sport
2025-12-30T08:24:41.998156+00:00,198.8,5500,6,18.6,107.1,123.6,3.64,84.5,14.2,48.967679,9.15989,sport
2025-12-30T08:24:43.583323+00:00,206.7,5824,6,41.0,107.4,123.8,3.84,84.5,14.2,48.968195,9.159837,sport
2025-12-30T08:24:45.147728+00:00,206.7,5829,6,11.4,107.3,123.9,3.68,84.5,14.2,48.968709,9.159758,sport
2025-12-30T08:24:46.755256+00:00,206.7,5992,6,18.5,107.1,124.1,3.89,84.5,14.2,48.969222,9.159656,sport
2025-12-30T08:24:48.334618+00:00,206.7,5822,6,11.4,107.4,124.0,3.7,84.5,14.2,48.969736,9.159561,sport
2025-12-30T08:24:49.943075+00:00,206.7,5972,6,11.9,107.7,124.0,3.77,84.5,14.2,48.97025,9.159472,sport
2025-12-30T08:24:51.689364+00:00,206.7,5923,6,17.7,108.0,124.1,3.77,84.5,14.2,48.970763,9.159371,sport
2025-12-30T08:24:53.327881+00:00,206.7,5998,6,10.0,107.8,123.9,3.87,84.5,14.2,48.971275,9.159269,sport
2025-12-30T08:24:54.953159+00:00,206.7,5942,6,18.5,107.9,124.0,3.72,84.5,14.2,48.971788,9.159159,sport
2025-12-30T08:24:56.540307+00:00,206.7,5951,6,10.8,108.1,124.2,3.81,84.5,14.2,48.972301,9.159066,sport
2025-12-30T08:24:58.163498+00:00,206.7,5974,6,10.9,108.3,124.2,3.85,84.5,14.2,48.972815,9.158979,sport
2025-12-30T08:24:59.807941+00:00,206.7,5909,6,15.0,108.4,124.0,3.73,84.5,14.2,48.973331,9.158917,sport
2025-12-30T08:25:01.416310+00:00,206.7,5809,6,12.2,108.6,124.0,3.76,84.5,14.2,48.973847,9.15887,sport
2025-12-30T08:25:03.025834+00:00,206.7,5863,6,18.0,108.5,124.2,3.81,84.5,14.2,48.974364,9.158845,sport
2025-12-30T08:25:04.614454+00:00,177.6,4608,6,0.0,108.2,124.0,3.35,84.5,14.2,48.974808,9.158836,sport
2025-12-30T08:25:06.262359+00:00,177.6,4607,6,16.4,108.0,124.0,3.36,84.5,14.2,48.975253,9.158828,sport
2025-12-30T08:25:07.855632+00:00,177.6,4552,6,18.0,107.7,123.9,3.39,84.5,14.2,48.975697,9.158824,sport
2025-12-30T08:25:09.468578+00:00,177.6,4607,6,16.7,107.2,123.7,3.41,84.5,14.2,48.976141,9.158804,sport
2025-12-30T08:25:11.135206+00:00,177.6,4496,6,19.4,107.2,123.7,3.31,84.5,14.2,48.976586,9.158805,sport
2025-12-30T08:25:12.802530+00:00,159.1,3570,6,0.0,107.2,123.6,2.9,84.5,14.2,48.976984,9.158789,sport
2025-12-30T08:25:14.430142+00:00,159.1,3678,6,19.0,107.2,123.3,2.97,84.5,14.2,48.977381,9.158754,sport
2025-12-30T08:25:16.063735+00:00,159.1,3667,6,15.2,106.7,123.1,3.09,84.5,14.2,48.977778,9.158702,sport
2025-12-30T08:25:17.698935+00:00,159.1,3720,6,16.8,106.5,122.7,3.08,84.5,14.2,48.978174,9.158638,sport
2025-12-30T08:25:19.313051+00:00,159.1,3585,6,19.9,106.0,122.6,2.9,84.5,14.2,48.97857,9.158582,sport
2025-12-30T08:25:21.006748+00:00,159.1,3539,6,12.9,105.8,122.6,2.97,84.5,14.2,48.978967,9.158544,sport
2025-12-30T08:25:22.667016+00:00,159.1,3573,6,15.2,106.0,122.6,2.92,84.5,14.2,48.979365,9.158516,sport
2025-12-30T08:25:24.313688+00:00,159.1,3602,6,20.0,106.2,122.6,2.96,84.5,14.2,48.979762,9.158479,sport
2025-12-30T08:25:25.974433+00:00,159.1,3557,6,19.3,106.1,122.4,2.99,84.5,14.2,48.980159,9.15843,sport
2025-12-30T08:25:27.731850+00:00,159.1,3700,6,12.7,106.0,122.1,3.02,84.5,14.2,48.980556,9.158384,sport
2025-12-30T08:25:29.456500+00:00,159.1,3589,6,11.4,106.1,122.1,3.09,84.5,14.2,48.980952,9.158324,sport
2025-12-30T08:25:31.091882+00:00,159.1,3700,6,16.5,106.0,122.1,2.96,84.5,14.2,48.981348,9.158254,sport
2025-12-30T08:25:32.774069+00:00,159.1,3716,6,15.5,105.8,122.0,3.06,84.5,14.2,48.981743,9.158178,sport
2025-12-30T08:25:34.392565+00:00,159.1,3626,6,11.4,105.4,121.9,3.03,84.5,14.2,48.982137,9.158094,sport
2025-12-30T08:25:35.981999+00:00,159.1,3704,6,16.4,105.2,121.8,3.05,84.5,14.2,48.982531,9.158004,sport
2025-12-30T08:25:37.586803+00:00,159.1,3534,6,18.6,104.9,121.5,3.01,84.5,14.2,48.982924,9.15791,sport
2025-12-30T08:25:39.167949+00:00,159.1,3541,6,20.0,104.7,121.4,3.05,84.5,14.2,48.983316,9.157802,sport
2025-12-30T08:25:40.768513+00:00,159.1,3663,6,15.8,104.8,121.4,3.09,84.5,14.2,48.983709,9.157705,sport
2025-12-30T08:25:42.340984+00:00,159.1,3583,6,16.4,104.6,121.5,2.9,84.5,14.2,48.984102,9.157606,sport
2025-12-30T08:25:43.952853+00:00,159.1,3639,6,11.3,104.8,121.6,3.1,84.5,14.2,48.984495,9.157512,sport
2025-12-30T08:25:45.558148+00:00,159.1,3613,6,18.1,104.6,121.5,2.99,84.5,14.2,48.984889,9.157428,sport
2025-12-30T08:25:47.141030+00:00,159.1,3723,6,19.4,104.5,121.5,2.96,84.5,14.2,48.985284,9.157344,sport
2025-12-30T08:25:48.736488+00:00,159.1,3683,6,15.2,104.4,121.4,3.01,84.5,14.2,48.985679,9.15728,sport
2025-12-30T08:25:50.351154+00:00,159.1,3670,6,18.6,104.4,121.3,3.06,84.5,14.2,48.986076,9.157219,sport
2025-12-30T08:25:51.972912+00:00,159.1,3665,6,13.0,104.6,121.1,3.08,84.4,14.2,48.986471,9.157148,sport
2025-12-30T08:25:53.577049+00:00,159.1,3538,6,18.9,104.7,121.1,3.06,84.4,14.2,48.986868,9.157096,sport
2025-12-30T08:25:55.168307+00:00,159.1,3537,6,10.1,104.6,120.9,2.96,84.4,14.2,48.987265,9.15705,sport
2025-12-30T08:25:56.821488+00:00,159.1,3605,6,10.0,104.8,120.9,3.03,84.4,14.2,48.98766,9.156984,sport
2025-12-30T08:25:58.414170+00:00,159.1,3656,6,12.5,104.7,120.9,2.99,84.4,14.2,48.988057,9.15693,sport
2025-12-30T08:26:00.052628+00:00,159.1,3692,6,12.4,104.6,121.0,3.04,84.4,14.2,48.988453,9.156872,sport
2025-12-30T08:26:01.634812+00:00,159.1,3559,6,12.3,104.7,121.2,2.94,84.4,14.2,48.98885,9.156831,sport
2025-12-30T08:26:03.244029+00:00,159.1,3581,6,17.1,104.6,121.1,2.92,84.4,14.2,48.989247,9.156782,sport
2025-12-30T08:26:04.872186+00:00,159.1,3708,6,18.1,104.7,121.2,2.97,84.4,14.2,48.989644,9.156736,sport
2025-12-30T08:26:06.592863+00:00,159.1,3554,6,11.6,104.6,121.3,2.89,84.4,14.2,48.990041,9.156682,sport
2025-12-30T08:26:08.173673+00:00,159.1,3698,6,19.3,104.9,121.2,3.12,84.4,14.2,48.990437,9.156622,sport
2025-12-30T08:26:09.760322+00:00,159.1,3702,6,12.3,104.9,121.2,3.06,84.4,14.2,48.990834,9.156578,sport
2025-12-30T08:26:11.329022+00:00,189.1,5087,6,100.0,105.1,121.4,3.43,84.4,14.2,48.991306,9.156538,sport
2025-12-30T08:26:12.903058+00:00,219.1,4203,7,72.4,105.3,121.4,3.1,84.4,14.2,48.991854,9.156508,sport
2025-12-30T08:26:14.468842+00:00,219.1,4219,7,17.6,105.1,121.6,3.24,84.4,14.2,48.992402,9.15647,sport
2025-12-30T08:26:16.047740+00:00,219.1,4152,7,15.4,104.9,121.6,3.15,84.4,14.2,48.99295,9.156444,sport
2025-12-30T08:26:17.612159+00:00,219.1,4019,7,11.7,104.9,121.6,3.17,84.4,14.2,48.993498,9.156432,sport
2025-12-30T08:26:19.186969+00:00,219.1,4096,7,10.0,105.0,121.7,3.21,84.4,14.2,48.994046,9.156402,sport
2025-12-30T08:26:20.748050+00:00,219.1,4083,7,13.9,105.3,121.6,3.06,84.4,14.2,48.994594,9.156381,sport
2025-12-30T08:26:22.317628+00:00,219.1,4038,7,14.5,105.3,121.4,3.13,84.4,14.2,48.995142,9.156378,sport
2025-12-30T08:26:23.894711+00:00,219.1,4071,7,19.3,105.4,121.6,3.17,84.4,14.2,48.995691,9.15639,sport
2025-12-30T08:26:25.492148+00:00,219.1,4199,7,17.3,105.3,121.6,3.17,84.4,14.2,48.996239,9.156405,sport
2025-12-30T08:26:27.064529+00:00,219.1,4157,7,13.4,105.1,121.4,3.11,84.4,14.2,48.996787,9.156432,sport
2025-12-30T08:26:28.626271+00:00,219.1,4184,7,14.6,104.9,121.4,3.13,84.4,14.2,48.997334,9.156485,sport
2025-12-30T08:26:30.194231+00:00,219.1,4199,7,10.7,104.7,121.6,3.12,84.4,14.2,48.997882,9.156514,sport
2025-12-30T08:26:31.771021+00:00,219.1,4117,7,15.5,104.6,121.8,3.19,84.4,14.2,48.99843,9.15655,sport
2025-12-30T08:26:33.341707+00:00,219.1,4067,7,19.8,104.6,121.5,3.06,84.4,14.2,48.998977,9.156601,sport
2025-12-30T08:26:34.912835+00:00,219.1,4074,7,15.0,104.7,121.5,3.08,84.4,14.2,48.999523,9.156676,sport
2025-12-30T08:26:36.500399+00:00,219.1,4207,7,19.5,104.8,121.4,3.29,84.4,14.2,49.000068,9.156766,sport
2025-12-30T08:26:38.075887+00:00,219.1,4149,7,10.6,104.8,121.2,3.18,84.4,14.2,49.000612,9.15687,sport
2025-12-30T08:26:39.621446+00:00,219.1,4128,7,10.9,104.8,121.4,3.27,84.4,14.2,49.001155,9.156992,sport
2025-12-30T08:26:41.191324+00:00,219.1,4185,7,15.0,104.6,121.3,3.21,84.4,14.2,49.001694,9.157141,sport
2025-12-30T08:26:42.778262+00:00,219.1,4134,7,19.1,104.6,121.2,3.22,84.4,14.2,49.002233,9.157292,sport
2025-12-30T08:26:44.346072+00:00,219.1,4034,7,17.0,104.4,121.2,3.11,84.4,14.2,49.002771,9.157456,sport
2025-12-30T08:26:45.910025+00:00,219.1,4182,7,19.5,104.7,121.1,3.23,84.4,14.2,49.00331,9.157604,sport
2025-12-30T08:26:47.483834+00:00,219.1,4028,7,12.5,104.6,121.1,3.17,84.4,14.2,49.003851,9.157744,sport
2025-12-30T08:26:49.075341+00:00,219.1,4214,7,15.2,104.6,121.3,3.3,84.4,14.2,49.004389,9.157905,sport
2025-12-30T08:26:50.657362+00:00,219.1,4218,7,12.7,104.5,121.3,3.26,84.4,14.2,49.004925,9.158077,sport
2025-12-30T08:26:52.239861+00:00,219.1,4064,7,13.4,104.4,121.2,3.2,84.4,14.2,49.005465,9.158229,sport
2025-12-30T08:26:53.818772+00:00,219.1,4145,7,12.8,104.6,121.2,3.16,84.4,14.2,49.006004,9.158376,sport
